Номер варианта;ID;INCOME_BASE_TYPE;CREDIT_PURPOSE;INSURANCE_FLAG;DTI;SEX;FULL_AGE_CHILD_NUMBER;DEPENDANT_NUMBER;EDUCATION;EMPL_TYPE;EMPL_SIZE;BANKACCOUNT_FLAG;Period_at_work;age;EMPL_PROPERTY;EMPL_FORM;FAMILY_STATUS;max90days;max60days;max30days;max21days;max14days;avg_num_delay;if_zalog;num_AccountActive180;num_AccountActive90;num_AccountActive60;Active_to_All_prc;numAccountActiveAll;numAccountClosed;sum_of_paym_months;all_credits;Active_not_cc;own_closed;min_MnthAfterLoan;max_MnthAfterLoan;dlq_exist;thirty_in_a_year;sixty_in_a_year;ninety_in_a_year;thirty_vintage;sixty_vintage;ninety_vintage
17;1095637;2НДФЛ;Ремонт;1;0.43;мужской;2;0;среднее-специальное;рабочий;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1095657;Поступление зарплаты на счет;Покупка бытовой техники;0;0.24;женский;0;0;высшее;специалист;>250;0;69;40;Торговля;ООО;холост / не замужем;0;0;0;0;0;0;1;0;0;0;0;0;3;51;3;0;0;49;70;0;0;0;0;0;0;0
17;1095677;2НДФЛ;Ремонт;1;0.59;женский;1;0;высшее;специалист;>250;0;244;44;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1095697;2НДФЛ;Ремонт;0;0.23;мужской;1;0;высшее;рабочий;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1095717;Поступление зарплаты на счет;Покупка земли;1;0.49;мужской;0;0;среднее-специальное;специалист;>250;1;34;30;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1095737;2НДФЛ;Ремонт;0;0.57;женский;1;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1095757;Форма банка (без печати работодателя);Ремонт;0;0.47;женский;1;0;высшее;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1095777;Форма банка (без печати работодателя);Покупка земли;1;0.5;мужской;1;0;среднее-специальное;вспомогательный персонал;>250;0;129;51;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1095797;Форма банка (без печати работодателя);Покупка автомобиля;0;0.27;мужской;1;0;высшее;специалист;>250;0;11;29;Торговля;ОАО;женат / замужем;0;0;0;0;0;0.0563380282;0;0;0;0;0.25;1;3;67;4;0;1;9;66;1;0;0;0;0;0;0
17;1095817;Поступление зарплаты на счет;Ремонт;0;0.42;мужской;0;0;среднее-специальное;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1095837;Поступление зарплаты на счет;Покупка автомобиля;1;0.59;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;12;29;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1095857;Поступление зарплаты на счет;Ремонт;0;0.54;женский;1;0;высшее;менеджер высшего звена;>250;1;14;41;Торговля;ООО;женат / замужем;3;1;1;0;0;0.0418410042;1;2;0;0;0.3846153846;6;7;229;13;4;3;5;95;1;0;0;0;0;0;0
17;1095877;Форма банка (без печати работодателя);Ремонт;1;0.41;мужской;0;0;высшее;специалист;>250;0;165;32;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1095897;Свободная форма с печатью работодателя;Покупка автомобиля;0;0.31;мужской;0;0;высшее;специалист;< 50;0;18;25;Другое;ООО;холост / не замужем;0;0;0;0;0;0;0;0;0;0;0;0;3;11;3;0;2;13;14;0;0;0;0;0;0;0
17;1095917;Поступление зарплаты на счет;Покупка автомобиля;1;0.27;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1095937;Форма банка (без печати работодателя);Ремонт;0;0.43;женский;0;0;среднее-специальное;вспомогательный персонал;< 50;0;66;41;Другое;ООО;женат / замужем;3;3;1;1;1;0.0068027211;0;0;0;0;0;0;11;146;11;0;2;12;69;1;0;0;0;0;0;0
17;1095957;Поступление зарплаты на счет;Ремонт;1;0.28;мужской;1;0;среднее;вспомогательный персонал;>250;0;187;42;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1095977;Форма банка (без печати работодателя);Ремонт;1;0.36;мужской;2;0;незаконченное высшее;специалист;< 50;0;63;32;Торговля;ООО;женат / замужем;2;1;0;0;0;0.3882978723;0;0;0;0;0.5714285714;4;3;115;7;1;0;9;99;1;1;1;0;1;0;0
17;1095997;Поступление зарплаты на счет;Ремонт;0;0.41;мужской;0;0;высшее;специалист;< 50;0;26;27;Торговля;ООО;холост / не замужем;4;4;4;4;4;;;;;;;;;;;;;;;;;;;;;
17;1096017;Форма банка (без печати работодателя);Ремонт;0;0.43;мужской;0;0;высшее;менеджер высшего звена;< 50;0;55;47;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1096037;2НДФЛ;Ремонт;1;0.24;мужской;0;0;высшее;рабочий;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1096057;Форма банка (без печати работодателя);Ремонт;1;0.21;мужской;0;0;среднее-специальное;рабочий;>250;0;238;38;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1096077;2НДФЛ;Ремонт;0;0.58;женский;2;0;второе высшее;вспомогательный персонал;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1096097;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.46;мужской;0;0;среднее-специальное;рабочий;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1096117;Поступление зарплаты на счет;Ремонт;0;0.59;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1096137;Поступление зарплаты на счет;Ремонт;0;0.27;мужской;0;0;среднее-специальное;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1096157;Поступление зарплаты на счет;Ремонт;1;0.29;мужской;0;0;высшее;специалист;>250;0;173;34;Другое;ЗАО;женат / замужем;0;0;0;0;0;0;1;0;0;0;0.3333333333;1;2;47;3;0;2;23;105;0;0;0;0;0;0;0
17;1096177;Поступление зарплаты на счет;Покупка автомобиля;0;0.59;мужской;0;0;незаконченное высшее;рабочий;>250;0;94;28;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1096197;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.14;мужской;0;0;высшее;менеджер среднего звена;>250;0;86;35;Торговля;ООО;женат / замужем;2;2;2;2;2;0.033557047;1;0;0;0;0;0;6;144;6;0;3;21;96;1;0;0;0;0;0;0
17;1096217;Форма банка (без печати работодателя);Ремонт;0;0.29;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1096237;Форма банка (без печати работодателя);Ремонт;0;0.14;женский;0;0;высшее;специалист;>250;0;140;51;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1096257;2НДФЛ;Ремонт;1;0.59;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1096277;Форма банка (без печати работодателя);Ремонт;1;0.59;женский;2;0;Высшее/Второе высшее/Ученая степень;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1096297;2НДФЛ;Покупка автомобиля;0;0.23;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1096317;Форма банка (без печати работодателя);Покупка автомобиля;0;0.5;женский;0;0;высшее;специалист;< 50;0;119;32;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1096337;2НДФЛ;Ремонт;0;0.44;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1096357;Форма банка (без печати работодателя);Лечение;1;0.59;женский;0;0;среднее;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1096377;Поступление зарплаты на счет;Покупка автомобиля;1;0.35;мужской;0;0;среднее-специальное;рабочий;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1096397;Форма банка (без печати работодателя);Лечение;1;0.26;женский;0;0;среднее;специалист;>250;0;84;51;Другое;ООО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0.4;2;3;87;5;1;0;22;71;0;0;0;0;0;0;0
17;1096417;2НДФЛ;Покупка земли;1;0.24;мужской;1;0;среднее-специальное;рабочий;>250;0;52;30;Другое;ОАО;женат / замужем;2;2;2;1;0;0.6133333333;0;0;0;0;0.3333333333;1;2;29;3;0;0;8;74;1;1;1;1;0;0;0
17;1096437;Форма банка (без печати работодателя);Ремонт;0;0.27;женский;0;0;высшее;менеджер высшего звена;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1096457;2НДФЛ;Покупка автомобиля;0;0.37;мужской;1;0;высшее;специалист;>250;1;20;40;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1096477;2НДФЛ;Отпуск;1;0.39;мужской;0;0;незаконченное высшее;рабочий;>250;0;19;26;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1096497;2НДФЛ;Покупка недвижимости/ строительство;0;0.12;мужской;0;0;высшее;менеджер высшего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1096517;Поступление зарплаты на счет;Покупка автомобиля;0;0.43;женский;0;0;высшее;специалист;>250;0;32;26;Торговля;ООО;холост / не замужем;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;1;0;40;40;0;0;0;0;0;0;0
17;1096537;Поступление зарплаты на счет;Ремонт;0;0.17;женский;1;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1096557;2НДФЛ;Покупка мебели;1;0.11;мужской;1;0;высшее;менеджер среднего звена;>250;0;135;33;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1096577;2НДФЛ;Покупка недвижимости/ строительство;0;0.1;мужской;0;0;высшее;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1096597;2НДФЛ;Ремонт;1;0.51;женский;0;0;второе высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1096617;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.54;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;97;27;Торговля;ООО;гражданский брак;0;0;0;0;0;0.0384615385;0;0;0;0;0.1428571429;1;6;75;7;1;5;9;92;1;1;0;0;0;0;0
17;1096637;Поступление зарплаты на счет;Ремонт;1;0.15;мужской;0;0;среднее-специальное;специалист;>250;0;63;34;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1096657;Свободная форма с печатью работодателя;Ремонт;0;0.43;мужской;0;0;высшее;специалист;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1096677;Поступление зарплаты на счет;Ремонт;0;0.3;женский;1;0;высшее;специалист;>250;0;22;32;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1096697;Свободная форма с печатью работодателя;Покупка автомобиля;1;0.33;мужской;0;0;незаконченное высшее;менеджер среднего звена;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1096717;Поступление зарплаты на счет;Ремонт;1;0.43;женский;1;0;среднее-специальное;менеджер среднего звена;>250;0;15;36;Торговля;ООО;женат / замужем;0;0;0;0;0;0.1026785714;0;0;0;0;0.375;3;5;201;8;1;0;6;92;1;0;0;0;0;0;0
17;1096737;2НДФЛ;Покупка недвижимости/ строительство;0;0.2;женский;2;0;среднее-специальное;рабочий;< 50;3;14;35;Другое;ООО;женат / замужем;0;0;0;0;0;0;1;0;0;0;0;0;3;63;3;0;0;35;83;0;0;0;0;0;0;0
17;1096757;Форма банка (без печати работодателя);Покупка автомобиля;1;0.25;мужской;0;0;среднее-специальное;рабочий;< 50;0;12;48;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1096777;2НДФЛ;Покупка недвижимости/ строительство;0;0.56;женский;1;0;высшее;специалист;>250;0;80;31;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1096797;Свободная форма с печатью работодателя;Ремонт;1;0.49;женский;1;0;среднее-специальное;менеджер среднего звена;< 50;1;18;28;Торговля;ООО;женат / замужем;1;1;1;1;1;0;0;0;0;0;0.5;1;1;12;2;1;0;7;19;0;0;0;0;0;0;0
17;1096817;2НДФЛ;Ремонт;1;0.57;женский;1;0;среднее-специальное;вспомогательный персонал;>250;3;148;37;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1096837;Поступление зарплаты на счет;Отпуск;1;0.5;женский;0;0;высшее;специалист;>250;0;27;25;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1096857;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.5;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;< 50;0;76;43;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1096877;2НДФЛ;Ремонт;0;0.48;мужской;2;0;второе высшее;специалист;>250;3;211;38;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1096897;2НДФЛ;Ремонт;1;0.59;мужской;0;0;среднее-специальное;вспомогательный персонал;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1096917;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.19;женский;0;0;среднее-специальное;специалист;>250;0;7;48;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1096937;Свободная форма с печатью работодателя;Ремонт;0;0.54;женский;0;0;высшее;менеджер высшего звена;>250;0;55;53;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1096957;Форма банка (без печати работодателя);Ремонт;0;0.22;мужской;0;0;среднее-специальное;менеджер среднего звена;< 50;0;105;44;Другое;ООО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0.25;1;3;46;4;1;1;14;77;0;0;0;0;0;0;0
17;1096977;Свободная форма с печатью работодателя;Ремонт;1;0.52;женский;0;0;высшее;менеджер среднего звена;< 50;0;62;28;Туризм;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1096997;Форма банка (без печати работодателя);Ремонт;0;0.23;женский;2;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;67;38;Другое;ОАО;женат / замужем;0;0;0;0;0;0;1;0;0;0;0.25;1;3;47;4;0;2;23;59;0;0;0;0;0;0;0
17;1097017;Форма банка (без печати работодателя);Ремонт;0;0.53;мужской;0;0;высшее;менеджер среднего звена;>250;0;156;40;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1097037;Поступление зарплаты на счет;Покупка бытовой техники;1;0.12;женский;0;0;высшее;специалист;>250;0;99;30;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1097057;Поступление зарплаты на счет;Покупка автомобиля;1;0.33;мужской;0;0;среднее-специальное;специалист;>250;0;10;25;Торговля;ООО;холост / не замужем;0;0;0;0;0;0.1016949153;0;0;0;0;0.5;2;2;53;4;1;0;6;27;1;0;0;0;0;0;0
17;1097077;2НДФЛ;Ремонт;1;0.14;мужской;0;0;среднее-специальное;специалист;< 50;0;33;34;Торговля;ООО;холост / не замужем;4;3;3;3;3;0;0;0;0;0;0;0;3;43;3;0;0;25;87;0;0;0;0;0;0;0
17;1097097;Свободная форма с печатью работодателя;Покупка автомобиля;0;0.42;мужской;0;0;высшее;специалист;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1097117;2НДФЛ;Покупка недвижимости/ строительство;1;0.49;женский;0;0;высшее;вспомогательный персонал;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1097137;Форма банка (без печати работодателя);Отпуск;0;0.27;мужской;2;0;высшее;менеджер среднего звена;>250;0;9;36;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1097157;Свободная форма с печатью работодателя;Покупка автомобиля;1;0.45;мужской;0;0;высшее;вспомогательный персонал;< 50;3;13;27;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1097177;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;0;0.4;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;< 50;0;223;56;Торговля;ЗАО;женат / замужем;3;0;0;0;0;0;1;2;1;0;0.4285714286;3;4;84;7;2;0;2;46;0;0;0;0;0;0;0
17;1097197;2НДФЛ;Ремонт;0;0.19;мужской;1;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1097217;2НДФЛ;Покупка автомобиля;1;0.3;мужской;0;0;высшее;специалист;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1097237;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.3;мужской;0;0;высшее;рабочий;>250;0;258;52;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1097257;Форма банка (без печати работодателя);Ремонт;1;0.4;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;142;38;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1097277;Форма банка (без печати работодателя);Покупка мебели;1;0.28;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;30;42;Торговля;ООО;холост / не замужем;0;0;0;0;0;0;0;1;0;0;0.3333333333;2;4;83;6;2;0;3;114;0;0;0;0;0;0;0
17;1097297;Форма банка (без печати работодателя);Ремонт;1;0.56;мужской;0;0;высшее;рабочий;>250;0;211;53;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1097317;Поступление зарплаты на счет;Ремонт;1;0.56;мужской;0;0;высшее;вспомогательный персонал;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1097337;Свободная форма с печатью работодателя;Ремонт;1;0.51;мужской;2;0;высшее;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1097357;2НДФЛ;Ремонт;0;0.44;женский;0;0;высшее;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1097377;Поступление зарплаты на счет;Обучение;1;0.25;женский;0;0;высшее;специалист;>250;0;7;35;Торговля;ООО;холост / не замужем;1;1;1;1;1;0;0;1;0;0;0.5;1;1;13;2;1;0;5;6;0;0;0;0;0;0;0
17;1097397;Свободная форма с печатью работодателя;Ремонт;0;0.21;мужской;1;0;высшее;менеджер по продажам;>250;0;15;28;Торговля;ООО;женат / замужем;1;1;1;1;1;0;0;0;0;0;0.1;1;9;107;10;0;0;11;92;0;0;0;0;0;0;0
17;1097417;Поступление зарплаты на счет;Лечение;1;0.49;мужской;2;0;высшее;рабочий;< 50;1;27;32;Другое;ООО;женат / замужем;0;0;0;0;0;0.1204819277;0;0;0;0;0.2;1;4;73;5;1;0;26;102;1;1;0;0;0;0;0
17;1097437;Свободная форма с печатью работодателя;Ремонт;0;0.42;женский;2;0;высшее;менеджер среднего звена;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1097457;Поступление зарплаты на счет;Ремонт;1;0.24;мужской;2;0;высшее;вспомогательный персонал;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1097477;2НДФЛ;Другое;0;0.33;мужской;0;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1097497;Поступление зарплаты на счет;Ремонт;1;0.09;мужской;1;0;среднее-специальное;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1097517;2НДФЛ;Ремонт;1;0.19;женский;0;0;высшее;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1097537;Форма банка (без печати работодателя);Другое;1;0.58;женский;1;0;высшее;специалист;>250;0;28;49;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1097557;2НДФЛ;Другое;0;0.34;мужской;2;0;высшее;вспомогательный персонал;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1097577;Свободная форма с печатью работодателя;Ремонт;1;0.32;мужской;2;0;незаконченное высшее;рабочий;>250;0;55;37;Другое;ООО;женат / замужем;1;1;1;1;1;0.0145631068;0;1;0;0;0.4285714286;3;4;203;7;1;1;3;90;1;0;0;0;0;0;0
17;1097597;Поступление зарплаты на счет;Ремонт;1;0.49;мужской;0;0;второе высшее;менеджер среднего звена;< 50;0;7;29;Информационные технологии;ООО;холост / не замужем;3;3;3;3;2;0;0;0;0;0;0;0;1;4;1;0;0;79;79;0;0;0;0;0;0;0
17;1097617;Поступление зарплаты на счет;Ремонт;0;0.25;женский;0;0;высшее;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1097637;Форма банка (без печати работодателя);Ремонт;0;0.32;мужской;1;0;высшее;менеджер среднего звена;>250;0;9;32;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1097657;2НДФЛ;Покупка автомобиля;1;0.59;женский;0;0;*n.a.*;торговый представитель;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1097677;Форма банка (без печати работодателя);Покупка мебели;1;0.47;женский;0;0;среднее-специальное;рабочий;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1097697;Форма банка (без печати работодателя);Ремонт;1;0.31;мужской;0;0;незаконченное высшее;вспомогательный персонал;>250;0;115;39;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1097717;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.25;женский;1;0;высшее;вспомогательный персонал;>250;0;35;31;Торговля;ООО;холост / не замужем;2;2;2;2;2;0.12;0;0;0;0;0.5;1;1;22;2;0;1;23;23;1;0;0;0;0;0;0
17;1097737;2НДФЛ;Ремонт;1;0.3;мужской;2;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;135;33;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1097757;2НДФЛ;Покупка мебели;1;0.18;мужской;2;0;второе высшее;менеджер среднего звена;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1097777;Форма банка (без печати работодателя);Ремонт;1;0.5;женский;0;0;высшее;специалист;>250;0;57;34;Торговля;ОАО;женат / замужем;0;0;0;0;0;0.0454545455;1;0;0;0;0.5;2;2;21;4;1;0;45;96;1;0;0;0;0;0;0
17;1097797;Свободная форма с печатью работодателя;Отпуск;1;0.48;мужской;0;0;среднее-специальное;специалист;>250;0;16;30;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1097817;2НДФЛ;Ремонт;1;0.31;женский;1;0;высшее;менеджер среднего звена;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1097837;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.49;мужской;1;0;среднее-специальное;специалист;>250;0;11;32;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1097857;Поступление зарплаты на счет;Ремонт;1;0.54;женский;0;0;высшее;специалист;>250;0;28;31;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1097877;Свободная форма с печатью работодателя;Ремонт;1;0.46;мужской;2;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;< 50;0;10;43;Торговля;ЗАО;женат / замужем;2;2;2;2;2;0.0098522167;1;0;0;0;0.125;1;7;201;8;1;0;2;81;1;0;0;0;0;0;0
17;1097897;Форма банка (без печати работодателя);Ремонт;0;0.4;мужской;0;0;среднее-специальное;специалист;>250;0;25;55;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1097917;Поступление зарплаты на счет;Ремонт;1;0.59;мужской;0;0;среднее;специалист;< 50;1;58;40;Другое;ООО;женат / замужем;2;2;0;0;0;0.013559322;0;0;0;0;0.5;7;7;291;14;4;1;12;91;1;0;0;0;0;0;0
17;1097937;2НДФЛ;Ремонт;1;0.59;женский;0;0;высшее;специалист;>250;0;164;43;Торговля;ООО;женат / замужем;1;0;0;0;0;0.150862069;0;1;0;0;0.2777777778;5;13;197;18;3;0;3;117;1;0;0;0;0;0;0
17;1097957;2НДФЛ;Ремонт;1;0.27;мужской;2;0;среднее-специальное;рабочий;>250;3;41;32;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1097977;2НДФЛ;Другое;0;0.57;мужской;1;0;среднее-специальное;специалист;>250;0;51;39;Другое;ООО;женат / замужем;3;0;0;0;0;0;0;3;3;0;0.4444444444;4;5;74;9;2;3;2;105;0;0;0;0;0;0;0
17;1097997;Свободная форма с печатью работодателя;Покупка автомобиля;1;0.25;мужской;0;0;высшее;специалист;>250;3;22;26;Торговля;ООО;холост / не замужем;3;2;1;1;1;0.0327868852;0;0;0;0;0.75;3;1;59;4;0;0;7;62;1;0;0;0;0;0;0
17;1098017;Форма банка (без печати работодателя);Другое;0;0.49;мужской;0;0;высшее;менеджер среднего звена;>250;0;6;26;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1098037;2НДФЛ;Лечение;1;0.28;женский;1;0;высшее;менеджер среднего звена;>250;0;147;36;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1098057;Поступление зарплаты на счет;Ремонт;0;0.28;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1098077;Форма банка (без печати работодателя);Другое;0;0.42;мужской;1;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;22;30;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1098097;Поступление зарплаты на счет;Отпуск;0;0.56;женский;0;0;второе высшее;менеджер по продажам;>250;1;11;30;Другое;ОАО;холост / не замужем;0;0;0;0;0;0.3857142857;0;1;0;0;0.4285714286;3;4;43;7;2;0;3;76;1;1;0;0;0;0;0
17;1098117;Форма банка (без печати работодателя);Ремонт;0;0.25;мужской;0;0;высшее;специалист;>250;0;24;30;Туризм;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1098137;2НДФЛ;Ремонт;0;0.45;мужской;2;0;высшее;специалист;>250;0;28;52;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1098157;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.52;женский;2;0;среднее-специальное;вспомогательный персонал;>250;0;14;30;Торговля;ООО;женат / замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
17;1098177;Форма банка (без печати работодателя);Ремонт;0;0.21;мужской;0;0;высшее;менеджер высшего звена;< 50;0;82;43;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1098197;Поступление зарплаты на счет;Ремонт;1;0.56;мужской;0;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1098217;Форма банка (без печати работодателя);Ремонт;0;0.45;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;< 50;0;86;39;Другое;ООО;холост / не замужем;3;2;2;2;2;0.0758426966;0;0;0;0;0.4117647059;7;10;329;17;3;2;22;98;1;0;0;0;0;0;0
